Tipo de Material,Caminho_Relativo,Nome_Arquivo,Entropia,Complexidade
aluminium_foil,aluminium_foil\sample_a\15a-scale_3_im_1_col.png,15a-scale_3_im_1_col.png,0.9453596191522039,0.10104173821098693
aluminium_foil,aluminium_foil\sample_a\15a-scale_3_im_2_col.png,15a-scale_3_im_2_col.png,0.9551405416647271,0.08540549649354584
aluminium_foil,aluminium_foil\sample_a\15a-scale_3_im_3_col.png,15a-scale_3_im_3_col.png,0.9358506300058049,0.10986510547882983
aluminium_foil,aluminium_foil\sample_a\15a-scale_3_im_4_col.png,15a-scale_3_im_4_col.png,0.9413758148630672,0.11115950943551178
aluminium_foil,aluminium_foil\sample_a\15a-scale_3_im_5_col.png,15a-scale_3_im_5_col.png,0.9546044826116518,0.08662474076737457
aluminium_foil,aluminium_foil\sample_a\15a-scale_3_im_6_col.png,15a-scale_3_im_6_col.png,0.9399544591229426,0.10739430064812207
aluminium_foil,aluminium_foil\sample_a\15a-scale_3_im_7_col.png,15a-scale_3_im_7_col.png,0.9205851319685873,0.13559609853763524
aluminium_foil,aluminium_foil\sample_a\15a-scale_3_im_8_col.png,15a-scale_3_im_8_col.png,0.9554447358724637,0.08242686530176561
aluminium_foil,aluminium_foil\sample_a\15a-scale_3_im_9_col.png,15a-scale_3_im_9_col.png,0.9303885909062173,0.12589534799358568
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_10_col.png,15a-scale_4_im_10_col.png,0.9576798490502495,0.08112739007261813
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_11_col.png,15a-scale_4_im_11_col.png,0.9699422165328886,0.0596797740346724
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_12_col.png,15a-scale_4_im_12_col.png,0.9613546309882676,0.07291144151097356
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_1_col.png,15a-scale_4_im_1_col.png,0.9496739527136002,0.09459732120567452
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_2_col.png,15a-scale_4_im_2_col.png,0.9528779316000222,0.08861379376481167
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_3_col.png,15a-scale_4_im_3_col.png,0.9297246645121547,0.12421705940379434
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_4_col.png,15a-scale_4_im_4_col.png,0.9418003318786354,0.10836018737100019
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_5_col.png,15a-scale_4_im_5_col.png,0.9560304575330141,0.08353661122443581
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_6_col.png,15a-scale_4_im_6_col.png,0.9482120727282831,0.09649998858806738
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_7_col.png,15a-scale_4_im_7_col.png,0.9346372720448707,0.12055846609510312
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_8_col.png,15a-scale_4_im_8_col.png,0.9570337767623612,0.08088613534064616
aluminium_foil,aluminium_foil\sample_a\15a-scale_4_im_9_col.png,15a-scale_4_im_9_col.png,0.9416681548226202,0.11053847196314433
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_10_col.png,15a-scale_5_im_10_col.png,0.9648601985259115,0.0683149730543245
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_11_col.png,15a-scale_5_im_11_col.png,0.9702283211900259,0.05836871365521633
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_12_col.png,15a-scale_5_im_12_col.png,0.9575346520754218,0.0799544803332745
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_1_col.png,15a-scale_5_im_1_col.png,0.9366707231403157,0.1105362036395979
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_2_col.png,15a-scale_5_im_2_col.png,0.9531861404395139,0.08890585676080329
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_3_col.png,15a-scale_5_im_3_col.png,0.9415838163921089,0.10844640570687834
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_4_col.png,15a-scale_5_im_4_col.png,0.9483580158225916,0.09811056759886042
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_5_col.png,15a-scale_5_im_5_col.png,0.9583042037643975,0.08012215531559433
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_6_col.png,15a-scale_5_im_6_col.png,0.9547903803785144,0.08683279150240668
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_7_col.png,15a-scale_5_im_7_col.png,0.9376118420234166,0.1146351645744712
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_8_col.png,15a-scale_5_im_8_col.png,0.9603851430209529,0.07605832037163242
aluminium_foil,aluminium_foil\sample_a\15a-scale_5_im_9_col.png,15a-scale_5_im_9_col.png,0.9429813721411593,0.10613155409447399
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_10_col.png,15a-scale_6_im_10_col.png,0.9561825860683679,0.08404043961526156
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_11_col.png,15a-scale_6_im_11_col.png,0.9427979175172247,0.10693350492609803
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_12_col.png,15a-scale_6_im_12_col.png,0.9438599488917045,0.1068638733692578
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_1_col.png,15a-scale_6_im_1_col.png,0.9519629893679377,0.090461612900273
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_2_col.png,15a-scale_6_im_2_col.png,0.9542770739932608,0.0866486409978095
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_3_col.png,15a-scale_6_im_3_col.png,0.9631570197673438,0.07140199491549575
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_4_col.png,15a-scale_6_im_4_col.png,0.9624840359322284,0.07193460028122238
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_5_col.png,15a-scale_6_im_5_col.png,0.9585930476563115,0.08020378628564485
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_6_col.png,15a-scale_6_im_6_col.png,0.9730332896729073,0.053429842729870926
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_7_col.png,15a-scale_6_im_7_col.png,0.9571722958464489,0.08204612167238082
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_8_col.png,15a-scale_6_im_8_col.png,0.9451259503123074,0.10357627041897728
aluminium_foil,aluminium_foil\sample_a\15a-scale_6_im_9_col.png,15a-scale_6_im_9_col.png,0.9621183194620826,0.07302879339871028
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_10_col.png,15a-scale_7_im_10_col.png,0.9628850630348701,0.07219941230358276
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_11_col.png,15a-scale_7_im_11_col.png,0.9691137101267416,0.06087311964671474
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_12_col.png,15a-scale_7_im_12_col.png,0.9624324158999297,0.07255608629371567
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_1_col.png,15a-scale_7_im_1_col.png,0.9440072595978114,0.10484400163214837
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_2_col.png,15a-scale_7_im_2_col.png,0.95060543703523,0.09279923046877632
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_3_col.png,15a-scale_7_im_3_col.png,0.9491016556596122,0.09656419288266044
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_4_col.png,15a-scale_7_im_4_col.png,0.9461598695130777,0.1015502833232375
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_5_col.png,15a-scale_7_im_5_col.png,0.957647291921046,0.08090221649429714
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_6_col.png,15a-scale_7_im_6_col.png,0.9545689356179068,0.08715208470876765
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_7_col.png,15a-scale_7_im_7_col.png,0.9415319199016101,0.10965986174938634
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_8_col.png,15a-scale_7_im_8_col.png,0.9575504631293269,0.08139927776735818
aluminium_foil,aluminium_foil\sample_a\15a-scale_7_im_9_col.png,15a-scale_7_im_9_col.png,0.9369577189432965,0.11800350525986637
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_10_col.png,15a-scale_8_im_10_col.png,0.9637147087544757,0.07009386310980144
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_11_col.png,15a-scale_8_im_11_col.png,0.9683924913645499,0.062236491256847944
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_12_col.png,15a-scale_8_im_12_col.png,0.9605602021112594,0.0757619427209478
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_1_col.png,15a-scale_8_im_1_col.png,0.949516515261805,0.09546399734996744
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_2_col.png,15a-scale_8_im_2_col.png,0.9566943398786776,0.08261443816125442
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_3_col.png,15a-scale_8_im_3_col.png,0.9483495896758134,0.09787888955860909
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_4_col.png,15a-scale_8_im_4_col.png,0.9467971564065996,0.10037437070235997
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_5_col.png,15a-scale_8_im_5_col.png,0.9565121389161809,0.08343750703494784
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_6_col.png,15a-scale_8_im_6_col.png,0.955800358131856,0.08385610286097502
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_7_col.png,15a-scale_8_im_7_col.png,0.9455190087720927,0.10224784512998421
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_8_col.png,15a-scale_8_im_8_col.png,0.9562718168796592,0.08371695798062827
aluminium_foil,aluminium_foil\sample_a\15a-scale_8_im_9_col.png,15a-scale_8_im_9_col.png,0.9453017439862239,0.10271134131868184
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_10_col.png,15a-scale_9_im_10_col.png,0.9665431318729223,0.06532144662987291
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_11_col.png,15a-scale_9_im_11_col.png,0.960818371520249,0.07638116969257973
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_12_col.png,15a-scale_9_im_12_col.png,0.962225993174221,0.0724261595906605
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_1_col.png,15a-scale_9_im_1_col.png,0.952776695584282,0.09024059032409751
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_2_col.png,15a-scale_9_im_2_col.png,0.9554679274533391,0.08517875748425968
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_3_col.png,15a-scale_9_im_3_col.png,0.9544449602471979,0.08640418323009977
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_4_col.png,15a-scale_9_im_4_col.png,0.9504678751572466,0.09333606835278928
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_5_col.png,15a-scale_9_im_5_col.png,0.9607751889887692,0.07604015005603115
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_6_col.png,15a-scale_9_im_6_col.png,0.951152893133742,0.0922508521688451
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_7_col.png,15a-scale_9_im_7_col.png,0.9355388271429063,0.11838415280327357
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_8_col.png,15a-scale_9_im_8_col.png,0.9573169887926787,0.08207898576534337
aluminium_foil,aluminium_foil\sample_a\15a-scale_9_im_9_col.png,15a-scale_9_im_9_col.png,0.9456474527375447,0.10193659741973086
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_10_col.png,15b-scale_10_im_10_col.png,0.962605797327413,0.07181341596976067
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_11_col.png,15b-scale_10_im_11_col.png,0.9641429885489367,0.06767410504048
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_12_col.png,15b-scale_10_im_12_col.png,0.9643529012614934,0.06867167622187818
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_1_col.png,15b-scale_10_im_1_col.png,0.9532750801924721,0.08913367391391776
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_2_col.png,15b-scale_10_im_2_col.png,0.9582792250790756,0.07993144904571983
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_3_col.png,15b-scale_10_im_3_col.png,0.9444462883450063,0.1045057110123085
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_4_col.png,15b-scale_10_im_4_col.png,0.9474339698280679,0.09693857353467553
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_5_col.png,15b-scale_10_im_5_col.png,0.9511311762448481,0.09075591220524941
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_6_col.png,15b-scale_10_im_6_col.png,0.9542573731961468,0.08508507263583465
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_7_col.png,15b-scale_10_im_7_col.png,0.9386996760997602,0.11383337263346915
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_8_col.png,15b-scale_10_im_8_col.png,0.957655525727857,0.08113733050344855
aluminium_foil,aluminium_foil\sample_b\15b-scale_10_im_9_col.png,15b-scale_10_im_9_col.png,0.9442354332799522,0.10416980808447887
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_10_col.png,15b-scale_2_im_10_col.png,0.9551830465706653,0.08411229617322417
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_11_col.png,15b-scale_2_im_11_col.png,0.9702667504356611,0.058771095278182646
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_12_col.png,15b-scale_2_im_12_col.png,0.9533702615476506,0.08650461030331964
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_1_col.png,15b-scale_2_im_1_col.png,0.9447468353445895,0.0989436132999869
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_2_col.png,15b-scale_2_im_2_col.png,0.9400144843264329,0.10657803545943102
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_3_col.png,15b-scale_2_im_3_col.png,0.9115935444283235,0.1474801437265767
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_4_col.png,15b-scale_2_im_4_col.png,0.9119952075017214,0.15115521106220067
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_5_col.png,15b-scale_2_im_5_col.png,0.9486197054449544,0.09201783460430016
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_6_col.png,15b-scale_2_im_6_col.png,0.9476682569709215,0.09757252825091695
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_7_col.png,15b-scale_2_im_7_col.png,0.8809754637158225,0.17630658888837575
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_8_col.png,15b-scale_2_im_8_col.png,0.8879807553149011,0.17601897002666728
aluminium_foil,aluminium_foil\sample_b\15b-scale_2_im_9_col.png,15b-scale_2_im_9_col.png,0.9676114468342574,0.0626495956313381
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_10_col.png,15b-scale_3_im_10_col.png,0.9606960843749283,0.07636451465006623
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_11_col.png,15b-scale_3_im_11_col.png,0.972391726321836,0.054375434067821554
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_12_col.png,15b-scale_3_im_12_col.png,0.9555933641447935,0.08520635720347769
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_1_col.png,15b-scale_3_im_1_col.png,0.9401226064457798,0.10718840854633781
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_2_col.png,15b-scale_3_im_2_col.png,0.9436914293705025,0.10148010454109833
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_3_col.png,15b-scale_3_im_3_col.png,0.9191036915864361,0.1354810678893401
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_4_col.png,15b-scale_3_im_4_col.png,0.9261993095947596,0.13239096821161006
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_5_col.png,15b-scale_3_im_5_col.png,0.9513851044086943,0.08946231625469976
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_6_col.png,15b-scale_3_im_6_col.png,0.9491754331997152,0.09577360045133843
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_7_col.png,15b-scale_3_im_7_col.png,0.9009207857889886,0.158060405306467
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_8_col.png,15b-scale_3_im_8_col.png,0.945065754027266,0.09330616497194742
aluminium_foil,aluminium_foil\sample_b\15b-scale_3_im_9_col.png,15b-scale_3_im_9_col.png,0.9138903776900502,0.15633835193752904
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_10_col.png,15b-scale_4_im_10_col.png,0.9586141084369663,0.0793252611635852
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_11_col.png,15b-scale_4_im_11_col.png,0.9716046643627411,0.05614458608961378
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_12_col.png,15b-scale_4_im_12_col.png,0.9601467830063677,0.07612348802528408
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_1_col.png,15b-scale_4_im_1_col.png,0.9489731667333714,0.0934752824026243
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_2_col.png,15b-scale_4_im_2_col.png,0.9453270420676698,0.09966601760760631
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_3_col.png,15b-scale_4_im_3_col.png,0.9322726770186696,0.12433305028428521
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_4_col.png,15b-scale_4_im_4_col.png,0.9275584743775751,0.13382844270000316
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_5_col.png,15b-scale_4_im_5_col.png,0.9497785795933399,0.09211633803163893
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_6_col.png,15b-scale_4_im_6_col.png,0.9442134592494211,0.10243012907980334
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_7_col.png,15b-scale_4_im_7_col.png,0.9054387009486679,0.14515155541684935
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_8_col.png,15b-scale_4_im_8_col.png,0.9491813835005265,0.09159985551417632
aluminium_foil,aluminium_foil\sample_b\15b-scale_4_im_9_col.png,15b-scale_4_im_9_col.png,0.9300332157622749,0.12951550779036503
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_10_col.png,15b-scale_5_im_10_col.png,0.9580340947463694,0.08024415815345774
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_11_col.png,15b-scale_5_im_11_col.png,0.9744840406258529,0.05050838585324758
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_12_col.png,15b-scale_5_im_12_col.png,0.9635109943043441,0.07073656417098442
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_1_col.png,15b-scale_5_im_1_col.png,0.9222423549965814,0.13226648064150742
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_2_col.png,15b-scale_5_im_2_col.png,0.9457218456594798,0.09767656459197693
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_3_col.png,15b-scale_5_im_3_col.png,0.926560532911283,0.12782378658735946
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_4_col.png,15b-scale_5_im_4_col.png,0.9377258612451126,0.11655943827838114
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_5_col.png,15b-scale_5_im_5_col.png,0.9585015013331183,0.08028533470786511
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_6_col.png,15b-scale_5_im_6_col.png,0.9514410575848679,0.09075569293606704
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_7_col.png,15b-scale_5_im_7_col.png,0.9266416303042664,0.13306161259224417
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_8_col.png,15b-scale_5_im_8_col.png,0.9504637415179572,0.09064434530210205
aluminium_foil,aluminium_foil\sample_b\15b-scale_5_im_9_col.png,15b-scale_5_im_9_col.png,0.9350853982447208,0.12091384197005446
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_10_col.png,15b-scale_6_im_10_col.png,0.9604191859944867,0.07610741750137127
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_11_col.png,15b-scale_6_im_11_col.png,0.9753610253067984,0.048298077637816676
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_12_col.png,15b-scale_6_im_12_col.png,0.9659804871140871,0.06635325210473181
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_1_col.png,15b-scale_6_im_1_col.png,0.9471710964962168,0.0965179831215383
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_2_col.png,15b-scale_6_im_2_col.png,0.950297310216685,0.09266039196468484
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_3_col.png,15b-scale_6_im_3_col.png,0.9359581903837548,0.11682033806236136
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_4_col.png,15b-scale_6_im_4_col.png,0.9415205378674778,0.10979046606979424
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_5_col.png,15b-scale_6_im_5_col.png,0.9555500723017766,0.08367896823502813
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_6_col.png,15b-scale_6_im_6_col.png,0.9568550959575411,0.08270666477855809
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_7_col.png,15b-scale_6_im_7_col.png,0.9310910735439218,0.12471757470179484
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_8_col.png,15b-scale_6_im_8_col.png,0.9441743620792244,0.10312753964981651
aluminium_foil,aluminium_foil\sample_b\15b-scale_6_im_9_col.png,15b-scale_6_im_9_col.png,0.9169082072499457,0.14779025690647352
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_10_col.png,15b-scale_7_im_10_col.png,0.9579329000615676,0.08005036490596554
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_11_col.png,15b-scale_7_im_11_col.png,0.9735266366656069,0.05209193078923329
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_12_col.png,15b-scale_7_im_12_col.png,0.9651280901558941,0.06811466469498088
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_1_col.png,15b-scale_7_im_1_col.png,0.9402131279216889,0.10860525919393592
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_2_col.png,15b-scale_7_im_2_col.png,0.9451429754706788,0.10097881496851775
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_3_col.png,15b-scale_7_im_3_col.png,0.9364847382648118,0.11817369658410534
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_4_col.png,15b-scale_7_im_4_col.png,0.9482630106010697,0.09876741472445104
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_5_col.png,15b-scale_7_im_5_col.png,0.9597790877095602,0.07730490036081403
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_6_col.png,15b-scale_7_im_6_col.png,0.9572942715235845,0.08164358450709025
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_7_col.png,15b-scale_7_im_7_col.png,0.9326199436352826,0.124330704894292
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_8_col.png,15b-scale_7_im_8_col.png,0.9556516835747159,0.0843859263206859
aluminium_foil,aluminium_foil\sample_b\15b-scale_7_im_9_col.png,15b-scale_7_im_9_col.png,0.9358383205961563,0.11726845532991902
aluminium_foil,aluminium_foil\sample_b\15b-scale_8_im_10_col.png,15b-scale_8_im_10_col.png,0.9606120658269123,0.07587400589826772
aluminium_foil,aluminium_foil\sample_b\15b-scale_8_im_11_col.png,15b-scale_8_im_11_col.png,0.9743961282687783,0.05107466000774923
aluminium_foil,aluminium_foil\sample_b\15b-scale_8_im_12_col.png,15b-scale_8_im_12_col.png,0.9638991748768658,0.07014764770335451
aluminium_foil,aluminium_foil\sample_b\15b-scale_8_im_1_col.png,15b-scale_8_im_1_col.png,0.9450003568427209,0.10332158868315083
